headline,content,response,star
"Nice atmosphere, great mussels","We shared wings, mussels and a burger. The wings were very nice, the mussels were delicious. If I returned I'd definitley get more mussesl. The burger was good but we asked for it medium and it came almost rare, which kind of put me off...More","Thanks for choosing Mussel & Burger Bar, we are so glad that you were able to stop in and dine with us:)  We are disappointed to hear that your burger was not cooked to perfection as that is the typical standard we try to maintain...More",4
"Nice atmosphere, good food!","Food was top notch and the drinks were very well made.  wish we left room for dessert as the menu looked awesome.  Good place to go with friends or date night.  Parking, as almost anywhere downtown, was yet to be desired unless you want to...More","Hello! Thank you so much for taking the time to leave us a review. We are so glad to hear that you are a fan of our food, we can't wait for you to dine with us again soon! Be sure to save room for...More",5
Mussels and Burgers?,"When we first stumbled upon the place during Derby weekend I was a little perplexed by the name. A combination you don’t see to often.   Big and spacious and not too crowded on a Friday afternoon,  we were seated immediately. The menu has everything I...More",Hello Evan! Thank you for choosing Mussel & Burger Bar. We are so glad that you were able to stop in and give us a try:) We hope that you will dine with us again soon!,4.5
Awesome!,In town for a concert. Everything was top notch. We had the CEO burger with foies gras and Greek mussels. Everything was excellent! Service was awesome. Good vibe. Only downside is no taps. Would definitely go back.,Thank you so much for leaving us a review! So glad to hear that you are a fan and we can't wait for you to dine with us again soon:),4.5
Grand Burger,"The place is alot of fun, it does not take reservations I believe, but does not matter as there is a great bar to wait at. The burgers are huge and good.","Thanks for choosing to dine with us, we can't wait to see you again soon!",4.5
Great burger and drink menu.   Fries were delicious ,The burger and PEI mussels were delicious.    Lots of different burgers to choose from and the mussels prepared in different sauces.  One of the surprise dish were the fries.    Do try the truffle fries or the regular fries and dip them in the mussel sauce....More,Thank you for choosing MBB and for taking the time to leave us a review! We can't wait for you to dine with us again soon:),5
Great dinner spot!,"Our party of parents and kids from 3 families were looking for a good restaurant (non-fast food) during our stay in Louisville.  Three of the kids in our party have food allergies (nuts, peanuts, shellfish) this restaurant was great at accommodating our needs and confirming...More",Thanks so much for you taking the time to leave us a review! We truly appreciate your feedback and hope that you will dine with us again soon:),4.5
THIS is the place to eat in Louisville!,"Lunch was very good. The waitstaff was attentive and prompt, and the food was good. 

Our party shared an entrée-sized portion of the Meunière Mussels (the broth alone would have been worth the price), several salads, and the sliders, plus several orders of Fish Tacos....More",Thanks so much for you taking the time to leave us a review! So glad that you gave our new fish tacos a shot! We truly appreciate your feedback and hope that you will dine with us again soon:),3.5
Everything is  Awesome ,"I ordered the mussels  Moules Basquaise and the seafood burger. Great combo. The mussels were very tasty and the sauce was excellent. Ask for a spoon to eat the broth. The seafood burger was FULL of seafood. 
The service was friendly and prompt. Make a...More",Thanks so much for you taking the time to leave us a review! We are glad that you feel we are worth the wait <3 We truly appreciate your feedback and hope that you will dine with us again soon:),4.5
"Wow, the food!","The name seems like a strange coupling; however, it works! Went with coworkers after a day at a conference and we had a great time and fantastic meals. We started with an order of the Meuniere mussels to share. Eat them while using the bread...More",Thank you so much for your kind words:) We are so glad that you chose to dine with us and can't wait for you to join us again soon!,4
A Super Burger,Dropped in on advice of the Marriott front desk for an early dinner with clients. A perfect Resturant and Bar for fun and business in downtown Lonneyville.,"Hello! We are so glad that you chose MBB! Thanks for taking the time to leave us a review, we hope that you will dine with us again on your next visit:)",4
Great food and atmosphere ,"We had mussels, burgers and fries and all were excellent. Service was ok. The environment is beautiful, gorgeous old building with incredible architectural details.","Hello! Thank you so much for your kind words and for choosing MBB, we truly appreciate your feedback and can't wait for you to dine with us again soon:)",5
Amazing burgers and fab kids meals,"Delish burgers, mussels and amazing fries. 
fig salad was my new favorite!!
Wide selection of tasty and unique burgers!","Hello, Thank you so much for choosing Mussel and Burger Bar:) We truly appreciate your feedback and hope that you will dine with us again soon!",4.5
Must visit in Louisville,"Stumbled upon this place when walking back from a day full of museums. First, their kids menu was great! Second, adult menu was stunning. Everyone was more than satisfied with their meal. The adults enjoyed the full service bar. Atmosphere is fun too.",Hello! So glad to hear that you gave us a shot:) Mussel and Burger Bar truly appreciates your business and feedback. We hope you will dine with us again soon!,4.5
Great Mussel dishes!,"Mussels choices were great! We had greek mussels with feta and olives!
 They were excellent. Bourbon drinks were very good also!",Hello! Thank you so much for taking the time to share your experience with us! We are so glad to hear that you are a fan of our mussels and we hope that you will dine with us again soon.,4.5
Great burgers!,Our family enjoyed this restaurant downtown. The server was very polite and patient. The burgers were delicious and my potato wedges that accompanied the CEO burger were soooo yummy! Many drinks to choose from as well.,"Hello Thank you for taking the time to leave us a review, we truly appreciate your feedback and hope that you will dine with us again soon:)",5
Nice variety,"It's not easy to find a place that serves mussels, so we were happy to stumble upon this restaurant. We each tried a different mussel variety, which came with a generous amount of crusty & dense bread for soaking up the broth. The prices were...More","Hello! Thank you for dining with us at Mussel & Burger Bar, so glad to hear that you all were able to try out our mussel dishes! We do strive to provide the best possible customer service, days when the restaurant is booming this task...More",4.5
"Great quality food, friendly staff!","This is my favorite spot in Louisville. The food is great and fresh. Price is good. Try their lemon drop bourbon drink , it is awesome !","Hello Anne! Thank you for choosing Mussel & Burger Bar, We are so glad to hear that you are a fan, our lemon drop bourbon is an awesome recommendation:) We hope that you will dine with us again soon.",3.5
"Great food, great service ",Dominic was our waiter and he was attentive and friendly.  We had been at bourbon distilleries for the afternoon and needed something for dinner.  We looked at other menus nearby and we decided on Mussels and Burger Bar.  All 6 of us were happy with...More,Hello! Thank you for choosing MBB we are so glad that you were able to dine with us. Thank you for taking the time to leave us a review we truly appreciate your feedback and hope that you will choose MBB again soon:),4.5
best burgers ,"In town for a conference, craving Bourbon and a burger. We ordered burgers - Spanish Blue and C.W.O. - and swapped half so we each could try them. Both were delicious. We agreed that the fig marmalade on the Spanish Blue was amazing - totally...More",NA,4
Best Burger,I go here for the best burger in town and the outstanding fig salad! Love the salad! Mixes many flavors bringing together a great salad! Always looking for a reason to make this stop.,NA,4
Allergy friendly ,Waiter extremely helpful with multuple allergies. Kitchen has a dedicated gluten free fryer.  Kitxhen and wait staff ensured a great experience.  The burger was fantastic!,Hello! Thank you for choosing MBB we truly appreciate your business:) We are so glad to hear that we were able to work with your specific needs! Can't wait for you to dine with us again soon.,5
Just passing through,"Our family of 3 are foodies and when traveling, we like to plan our stops around the “best” restaurants.  Being in bourbon country, the hubby wanted to enjoy a little drink, but since we have a kid we need somewhere with a friendly family atmosphere....More",NA,4.5
Unbelievable service!,"If we could give a ten, it would be here! First, we had a party of four. Three of us ordered drinks that were outstanding. But the last in our party ordered a drink and they didn’t have pineapple juice. Instead of offering a substitute,...More",NA,4.5
FUN JOINT + GOOD FOOD = GREAT NIGHT,"Active crowd for a weeknight, decent seating layout & a very interesting selection of menu & drink options. Our server was new, but still quite attentive & friendly. We chose the lamb meatball appetizer ( really good ) and a large order of the pei...More",NA,4.5
Excellent!,"Located downtown and simple access from many hotels.  Our hotel receptionist recommended it as it was close and she loved the place.  She was accurate with all she told us!  Great atmosphere with nice menu and great cocktails, very smooth Old Fashion!  Had to do...More",NA,5
Fabulous mussels and service,"Awesome atmosphere, food and service. You must try the sweet potato fries. I love that they are open on Sunday.",Hello! Thank you for choosing Mussel and Burger Bar! We truly appreciate your feedback and hope that you will dine with us again soon:),4.5
Unique Place to Try in Downtown Louisville,"We stopped in for lunch today, and I was highly impressed. This place is spotless! Although they were busy, we were seated very quickly. We enjoyed a beautiful charcuterie plate, which featured a variety of meats, cheeses, fig jam, quince paste, some delicious thing with...More","Hello, We truly appreciate you taking the time to leave us a review! We are happy to hear that you had a wonderful experience and we'd like to thank you for your recommendation:) Can't wait for you to dine with us again soon!",3.5
Burgers and Brick,"My first night in town for a trade show and I did what I always do, hopped on Trip Advisor and found a place to grab a bite. Located downtown and only several blocks away from the Ohio River, walking into Mussel & Burger you...More",Hello Jon! Thanks so much for taking the time to leave us a review. We are so glad that you were able to stop in during your travels and are even happier to hear that you left full and happy! We can't wait for you...More,4.5
Don't Miss This,"If you are a mussel fan, the Mussel and Burger Bar 7th St Louisville will not disappoint.  Wonder old feel to building and seating would be a pleasure in any area.  Daughter and I stayed at Hotel 21C and was just across the street.  Highly...More",Hello! Thanks for taking the time to leave us a review. We truly appreciate your kind words and recommendation! Please stop back in again soon to explore more of our menu:),4
Terrific Place for Lunch and Drinks,"We found M&BB for lunch on a Saturday and had an all around great experience. Really great upscale, yet casual atmosphere with a very attentive friendly server. We had the Chèvre Fig Salad which included goat cheese croquettes, oranges, and a great fig vinaigrette. Very...More","Hello, Thank you for taking the time to share your experience with us! We are so glad to hear that you had a wonderful dining experience. We appreciate your feedback and hope that you will dine with us again soon:)",4
"Average burgers, nothing to write home about","We drove down to Louisville for a late lunch with some family that was visiting Louisville (we're from NKY).  The reviews made it seem great but we weren't too impressed.  They were just average burgers, nothing very memorable and the bun was quite soaked too....More","Hello,  Thank you for choosing Mussel & Burger Bar. While we are disappointed to hear that our burgers didn't knock your socks off we certainly understand that everyone has different tastes. We hope that you will return to explore more of our menu and find...More",5
Service left a lot to be desired...,"I was hoping for a better experience but I have to give them 2 stars for service and wait time.  It was a rainy Monday night, the restaurant was not busy.  I grabbed a seat at the bar ordered a beer and the bacon wrapped...More","Hello, We are disappointed to hear this as it is certainly not typical for Mussel & Burger Bar. We appreciate your patience with the situation and know that I've passed your review along to management so as to look into the incident further to ensure...More",4.5
Very good food and atmosphere,We ate supper here since it was near our hotel and I am so glad we did.  The decor\atmosphere was really comfortable and the staff very friendly.  I had the fish tacos with elote callejero (Mexican corn on the cob) and my wife had the...More,Hello! Thank you so much for taking the time to leave us a review! We truly appreciate your feedback and we are so glad to hear that you are a fan of Mussel & Burger Bar! I will be sure to pass your praise along...More,4.5
A must Visit,Great libations and great food.  I had the B.B.B. for lunch and will visit again so that I can try their mussels.More,"Thank you for choosing  Mussel & Burger Bar we are so glad to hear that you will be back to give our Mussels a try! I suggest our Curry Cream Mussels they are out of this world, and be sure to order extra bread you...More",4.5
It is okay,"We went here with a group of friends for dinner on a Saturday night. The food was okay, but over priced for what it is. The chicken was incredibly dry and tough, so much so I could barely cut it with the knife provided. The...More","Hello, Thank you for brining this to our attention. That is certainly not the standard of food that we provide at Mussel and Burger Bar and please know that the Chefs have been notified to ensure that this is not an issue in the future....More",5
Great Burgers ,The burgers are awesome here along with the drinks...Jamie was our bartender who makes great drinks.....very nice classy business atmosphere....would suggest The Local Burger.....although I did not try the mussels.....I did notice a lot of customers ordering them...,"Hello! Thanks for taking the time to leave us a great review. Your feedback is truly valued and I would certainly suggest next time your in to give our Mussels a shot, they are out of this world!",4.5
Perfect spot in downtown Louisville ,I went with quite a few business colleagues and we all ordered different items and nothing disappointed us. The food was amazing and the service was perfect. I highly recommend this place while in Louisville.,"Hello! We are so glad that you and your colleagues chose Mussel and Burger Bar for your business meeting. Thank you for sharing your experience with us, your feedback it truly valued!  We can't wait for you all to dine with us again soon:)",3.5
Delicious!,We came in on a Friday and did not have to wait as long as expected.  The waiting area is super comfortable.  When we sat down we ordered the mussels and calamari.  Both cooked very well.  We then had the Italian burger and Duck sandwhich....More,"Hello! Thank you so much for taking the time to leave us a review. We are so glad to hear that you are a fan of Mussel & Burger Bar! We appreciate your feedback and I agree, give our mussels a try next time your...More",4.5
"Yes, Virginia.....","Where to go after “A Christmas Carol”? (Or actually where to go for some REALLY good food) This place has a FINE menu, offers premium bar selections and takes care of you like you’re family....need I say more???",Hello! Thanks for the love! We are so glad that our food was a hit and we can't wait for you to dine with us again soon:),4
Never disappointed here,"We went to this downtown location for the first time and it was great.  We wanted a light lunch so we shared some appetizers.  As always, the mojitos here are my favorite.  I do like how the other location serves theirs in a mason jar...More","Hello!

Thank you for taking the time to leave us a review! We are so glad that you were able to stop in and dine with us for lunch. Could it have been our Moules Basquaise Mussels that you ordered? We hope that you will...More",4
Great Burger!,Across the street from hotel.  Heard great reviews and gave it a try.  We had burgers and they were very good.  Fries were fab too!  Go in and see for yourself.  Very friendly and attentive staff too!,Thanks for your recommenedation! We truly appreacite your feedback and are so glad to hear that you are a fan of MBB! We hope you will stop in to dine with us again soon:),5
Awesome Lunch,"3rd day of our Bourbon Tour and stopped in to have lunch and a cold refreshment! One of the best burger I have had in my entire life!

ORDER THE TRUFFLE FRY’s!!!!!!","Great suggestion, our truffle fries are a MUST! Thank you for taking the time to leave us a review your feedback is valued and we hope that you will dine with us again soon:)",4.5
Not as I remembered it,"When this place opened in J-town it was sometimes a long wait. The Spanish burger, my favorite,was delicious, as well as all the mussels we tried, and great portions.
It was a special treat worth the wait.
But, the last time I visited was downtown,...More",Thank you very much for taking the time to leave us a review! We value your business and your opinions. I will be sharing this review with management so that adjustments can be made. We certainly strive to provide the best possible food and customer...More,4.5
Short Rib Nachos,Now there are many great options for burgers and I tried most of them but the unsung hero of the menu is the shot rib nachos!  My favorite burger is the CEO burger cooked medium rare to medium.,So glad that you have a favorite burger at MBB! The CEO really is delish! Thanks for taking the time to leave us a review and we hope that you will dine with us again soon:),4.5
OMG Burgers,Must go kind of place. Reasonable prices and great food!!! Very nice atmosphere. We will definitely be back here again soon.,"We are honored to be a ""Must go kind of place""!! Thank you so much for taking the time to leave us a review! We appreciate your feedback and can't wait for you to dine with us again soon:)",5
Dinner with daughter and son-in-law,"Mussel & Burger Bar was extremely enjoyable. Four of us sat at corner of the bar and had plenty of space for a variety of exceptional cocktails, appetizers, and entrees. Courtney, our bartender & server, was knowledgeable and attentive without being intrusive. We thoroughly enjoyed...More",Thank you so much for taking the time to leave us a review! I will be sure to share your kind words with Courtney and we hope that you will dine with us again soon:),4.5
Tears of happiness ,The local burger was a piece of heaven. Those potatoes were so Devine!! The nachos were a dream. I would return here again & again.,"Well we certianly hope that you do dine with us again and again! Thank you for taking the time to leave us a review, and your business is truly valued:)",3.5
Interesting sandwiches and burgers!,A quick stop for hungry ladies.  Food was good but beware there is alot of it.  They also offer alot of craft beers.  Nice place!,Glad that you gave MBB a shot! We appreciate your feedback and hope that you will dine with us again soon:),4.5
FABULOUS DINNER,"This has got to be one of the best dinners I've ever had. I went there with my family and we all loved it. We didn't have a chance to sample the mussels, but most of us had burgers and they were among the best...More","Hello Jacob! 
""One of the best dinners I've ever had"" YES! That is what we love to hear! So glad that your experience was top notch we truly appreciate your kind words. Next time you're in be sure to give our mussels a shot! My...More",4
"Great food, cool atmosphere","Delicious burgers and fries, great staff, really cool atmosphere. Don’t think we’d come back to Louisville, but if we did, we’d be sure to stop by this restaurant!More","Hello! 
So glad that you were able to stop in during your trip! We are happy to hear that you are a fan of MBB. We appreciate you taking the time to leave us a review and would love to welcome you back if you...More",4
"So good, we went twice! ","Stopped in for lunch one day on a long weekend visit to Louisville. The burgers were excellent. I was glad to see a lamb burger since beef can be harder for me to digest. It was done with feta, arugula and a fig jam. So...More",Hello! We appreciate your feedback and are so glad to hear that you are a fan of our burgers and mussels! The Curry Cream mussels are my personal favorite! If you have extra broth next time you order I suggest taking it home and pouring...More,5
Holy Crap. This Place Just Served One of the BEST BURGERS I Ever Shoved into My Mouth.,"Mussel Burger and Bar offers unique, inventive burgers along with gourmet twists on classic bar and grill fare. Everything is made in-house, with fresh, top-notch ingredients. I didn’t try the mussels and I regret it, but the burgers… OMG the burgers. While I prefer a...More","Hello, 
WOW, what a review! I will definitely be sharing this with the chef as I'm sure they would be happy to read your stellar comments! We really appreciate the time you took to document your visit and we are so glad that you are...More",4.5
Best burgers in town!,I recently went the Mussels and Burger bar in downtown Louisville. I had the Italian burger. This was the best burger I have had since moving to Louisville. The staff there was excellent as well. If you want a great burger this is the place...More,"Hi John! 
We are so glad that you consider our burgers the best! Thank you for taking the time to leave us a review, your business and feedback are truly appreciated. We hope that you will dine with us again soon:)!",4.5
Did Not Match the Hype,I had dinner here after hearing rave reviews.  The menu is simple but pricey.  I ordered my burger medium well and confirmed with my servier that would be a thin line of pink.  My burger was served medium to medium raw.  The banana pudding was...More,"Hello, 

We appreciate you taking the time to leave us a review, while we understand everyone has diffferent tastes we are disappointed that you did not feel the food matched the hype. We believe burgers should always be cooked according to your preference and apologize...More",4.5
Delicious Food!!!,"We went there after leaving the Louisville Slugger museum. It was fabulous. My husband did have to send his burger back it was a little under cooked but no problem at all, when it came back he was happy. No other complaints. Great service &...More","Hello! Thanks for taking the time to leave us a review. We are happy to hear that your burger was corrected, we strive to provide the best possible food and customer service. We look forward to you dining with us again soon:)!",5
Great restaurant,We had hamburgers and they were very good. Restaurant is in an old historic building. Service was very good .,"Hi Mary, Thank you for leaving us a review, we hope that you will dine with us again soon!",4.5
"Yes, Go There Now",We arrived in Louisville in the late afternoon.  After a cocktail we went in search for a likely dinner spot.  Finding Mussel & Burger Bar a few blocks from the hotel was an utter delight!  My wife's curry mussels were perfectly prepared.  The CEO burger...More,Hello! We love to hear that we've raised the bar for a good burger! We truly appreciate you taking the time to leave us a review and are glad to hear that you are a fan of MBB. We certainly hope that you will stop...More,3.5
Great place,"Went for a late lunch and sat at the bar. Service was great. We spilt the grilled cheese with short ribs sandwich, amazing, highly recommend. Have fun","Hello! 
Thank you for your recommendation, we appreciate you taking the time to leave us a review and hope that you will dine with us again soon!",4.5
"Good food, Great atmosphere & service","In town for business and stumbled upon this downtown gem.  Started with Taquitis - theses aren’t the rolled kind your thinking of. They are the cutest, tiny tacos served in a wooden taquito holder.  They are topped with a sweet pepper ring which complements the...More",Hello! Thank you so much for taking the time to leave us a review! We truly appreciate you taking the time to leave us a review. We really appreciate your kind words and recommendation! Can't wait for you to dine with us again soon:),4
Better than steak,My CEO burger tasted better than any steak I've ever eaten. Seafood burger was amazing too. Great place to get a drink that isn't bourbon.,We are glad to hear that you are a fan of MBB! We truly appreciate your business and hope that you will dine with us again soon:),4
Perfectly adequate ,"Solid menu, decent service. Burgers and fries very good, wedge salad not so much, unless you’re looking for an entire head of lettuce with some bacon bits.More","Thank you for your feedback, I have talked with chef already today about making sure that our wedge salad is being prepared correctly with a balance of all ingredients. Sometimes the heads of lettuce are very large and the toppings fall to the side of...More",5
Short Rib Nachos!,"This spot was recommended by someone a the Ali Center. It did not disappoint. I am a true foodie and can be a harsh critic of food. I enjoy fresh, homemade food.  Everything we ate was delish. Short rib nachos, seafood burger, BBB, sweet potato...More","Awesome, SO glad to hear that you are a fan of MBB! We are honored that we passed the test and can't wait for you to dine with us again soon :)",4.5
Best burger Ive ever had,My girlfriend & I visited Louisville for the night on our way to the bourbon trail & decided on Mussel & Burger for supper as it was a nearby walk from our hotel. We were immediately wowed by the decor & atmosphere of this establishment....More,"Thank you so much for your kind words! So glad to hear that you gave the CEO Burger a shot, it really is a game changer! We truly appreciate you taking the time to leave us a review and we hope you will dine with...More",4.5
Incredible ,"The minute I walked in to the Mussel & Burger I knew I would love it, the moody decor and the long bar just great. We were greeted warmly and took to our table. A glass of white wine and a margarita later we ordered...More","Awesome, We love hearing when something on our menu makes it onto a guests BEST list! Thank you so much for your kind words we look forward to you dining with us again soon:)",4.5
Very good,Arrived at 7 pm on a saturday and they were able to get us a table right away.  (Party of 6).   Food was excellent and so was the service.,"Glad to hear of your experience! Thanks for taking the time to leave us a review, we hope you will dine with us again soon!",5
Favorite burger place in Louisville,This place makes my favorite burger in the city. There's so many choices and everything on the menu is fantastic. Love the downtown location much better than the one off Hurstbourne. All the burgers are over $14 but they're well worth it. Definitely would give...More,"Hello! Thank you for leaving us a review, we truly value your feedback and we appreciate your recommendation. Be sure to stop in and dine with us again soon:)",4.5
The kitchen was overwhelmed ,We found this highly rated restaurant for lunch close by tourist attractions on Main Street in Louisville. We were seated at 12:30 pm. The interior is very attractive with a high ceiling and lots of dark wood paneling. We ordered by 12:40 pm. The food...More,"Thank you for your honest review, there is no excuse to explain having to wait that long for your entrees and I would like to invite you back the next time you're in the area for a much better experience. We strive to keep our...More",3.5
"Wonderful creative burgers, salads and mussels","Had great service, many people shared due to portions being large.  I had sliders, delicious.  This is not your normal burger place, they have been very creative with options.","Thank you, Lee! I'm glad you and your friends had a great experience. We hope to see you again someday soon.",4.5
Delicious! ,Fun place! The peach sangria was amazing (and I don’t even like sangria!). I got the pork nachos appetizer for my dinner which was a huge portion and more than I could eat. My husband got the bacon cheeseburger and it was awesome but even...More,"Thanks, Allison! I'm glad you tried the short rib nachos, they're our best selling appeitzer. Thank you for the recommendation, we hope to see you again soon!",4
Great food!,"Yummy mussels and burgers. Went on a Saturday evening and the wait was not too long.  I had the seafood ""burger"" which was very tasty and the fries were great!","Thanks, Leslie! The seafood burger is one of my all time favorite menu items, I love that you can see the chunks of lobster and crab, it's always a winner. Please come see us again the next time you're in the area.",4
Mussels were great!,"While a fairly limited menu, what they served was very good.  Nice space and atmosphere. Service was attentive.  Popularity can mean a very long wait, as there are no reservations.","Thank you for your review and recommendation. I'm glad you decided to stick it out, we have been voted restaurant most worth the wait before, I hope you thought so, too! We hope to see you again next time you're in downtown Louisville.",5
Dinner close to the hotel!,"Excellent  service, good food.  I had the seafood crab cake sandwich.  Highly recommend it!  Food and Sprits close to Main St.","Thanks for stopping in today, I'm glad to hear you enjoyed your meal. I appreciate you taking the time to review and recommend us.",4.5
Mussels....yum!,"We didn't expect to find mussels in Louisville but the P.E.I. mussels here were very good.  There are many choices of sauces and, from what we saw, you can't go wrong with any of them.  Also, we split a seafood burger which was outstanding.  We...More","Thanks so much, Cathy! I'm glad you decided to try our take on mussels, and great choice with the seafood burger it's a fan favorite. Hope to see you again next time you're in town!",4.5
near Slugger Museum,"we had late lunch-early dinner here after visiting the museum.  The place is beautiful with great atmosphere.  Our server was very nice.  The food is amazing, they even have veggie choices.  Truffle fries are a must and save room for dessert!  Extensive bourbon list of...More","Thank you for your review and recommendation! I'm glad to hear you enjoyed your experience, come see us again soon!",4.5
Great Experience!!!!!,We stopped in here on our way back from the Louisville Slugger factory.  I had read a few reviews on here before our trip and decided to try lunch here and we sure are glad we did! Our table ordered the mac and cheese and...More,"Awesome, We are so glad to hear that your visit was a pleasant one! Thank you for choosing to dine with us, we hope that you will stop by again soon :)",5
SO goood!,"Really love the food here!  Great options on burgers, paired nicely with toppings and sides.  Absolutely LOVED the mussels, cooked perfectly.  Was busy but still had a nice experience! Wish there was one where I live!",Hello! Thank you so much for taking the time to leave us a review. We truly appreciate your business and are so glad that you are an MBB fan! We hope that you will dine with us again soon :),4.5
YUM!!!,"We were visiting from out of town to attend a wedding. Several of us (about 10) were roaming around and wanted a snack prior to the wedding. The title of the restaurant ""Mussel & Burger Bar"" caught our attention. Because we just wanted a snack...More",Thank you for taking the time to review and recommend us! I'm so glad you decided to stop in and give us a try. Come back and see us again next time you're in town!,3.5
Just OK experience,Put in a room with a large party that was very loud. Food was good but not worth the price. Downtown area under construction so hard to get to. I'm sure that another day may have been better.More,"Hi Steve, 

I'm sorry to hear that we weren't able to give you an outstanding experience. We would have been happy to move you out of our private dining room, I know if a party is back there sometimes they can dominate and the sound...More",4.5
Giant Burgers,Stopped in on a rainy and cold day.  Very busy but we were seated immediately.  We all ordered burgers which were tremendous in size.  I was a little disappointed that my burger was undercooked for me but I managed to eat around the sides where...More,"Thank you, Susan! We appreciate the feedback and your recommendation. I have made a note about your undercooked burger and will make sure our chef speaks to the grill cooks about being more careful in serving the correct temperatures. I'm glad you decided to stop...More",4
Disappointed,"One of my staples when staying in downtown Louisville.  Usually great.  My latest lunch was anything but. Burger was severely undercooked, and I swear the server suggested putting my partially eaten burger back on the grill at the managers instructions.  Everyone stopped eating instantly.  How...More","I'm so sorry to hear about your recent experience. I sent you a message, please look it over and respond if you have the time. We appreciate your feedback, and take all concerns seriously.",4
Solid Choice,A friend had suggested this restaurant to us while in Louisville. The atmosphere wasn't bad & the prices were quite fair. The food & cocktails were quite good.,Thank you for the review and recommendation! I'm glad to hear you enjoyed your experience with us!,5
Busy but worth the wait,"We stopped in the evening before Bourbon & Beyond so it was extremely busy. But the hostesses we on it, and very friendly. We were able to get a fantastic cocktail at the bar, and the bar staff were also very friendly and helpful. Food...More",Hello! We are so glad that you stopped by for a drink:) Thank you for your business and for taking the time to write us a review. We look forward to seeing you again soon!,4.5
Very good and different burgers,"An unusual combination of food items on the menu.  We went with the Classic American and the Local Burger.  Both had an excellent flavor and all the cheeses and sauces worked, one ingredient didn’t overwhelm any of the others.  It was easy to swap out...More","Thanks, Mitch! I'll be sure to tell Courtney you appreciated her service.",4.5
Great Burgers in a Great atmosphere,"We were traveling as a group and one of the members found this place on facebook. Turned out, my wife and I had been here before when the restaurant was under a different name. The place is cool on the inside with a massive bar....More","Thank you for such an awesome review, I really enjoyed reading it. We try to make sure our food and service are consistently at the highest level, and it means a lot to get a compliment such as this. We hope to see you again...More",4.5
Fantastic Concept,"In town on business: looking for great food in interesting surroundings. Found it here! Food was excellent,  nicely plated, stylish decor, interesting menu.  Really lovely renovated old building in an up& coming area of downtown","Thank you, Sarah! I'm glad to hear you enjoyed your experience with us, stop by and see us again next time you're in town!",5
First Time,"So this place got pretty good reviews via “Yelp” so I thought I would give it a try.  
When I walked in, everybody was friendly and offered to seat me. But since football was on I decided to sit at the bar. The folks working...More","Thanks, Drew! I really enjoyed reading your review, the CEO with foie gras is an excellent choice. Come back and see us next time you're in Louisville!",4.5
Labor Day weekend/ Birthday celebration,"We were taking a long weekend visiting Louisville. After touring the Louisville Slugger Museum we stumbled across the Mussel and Burger Bar / interesting name...
So glad we chose this restaurant! Comfortable atmosphere with a cool vibe in a beautiful old building.
Started with short...More","Hello Carol! 

Thanks for taking the time to leave us a review! I will be sure to tell Teresa that she made your visit an enjoyable one :) We hope that you will join us again soon!",3.5
Very Good Burgers,"We noticed Mussel & Burger Bar across the street when we checked into our hotel.  Having traveled all day, I was pleased to learn that it was a recommended choice. 

We ordered the CEO and the BBB and were very pleased. The sweet potato fries...More",Hello! Thanks for all of the kind words! We really appreciate you taking the time to share your experience. We hope that you will be able to dine with us again very soon!,4.5
Relaxing Saturday night dinner ,"We arrived in Louisville in the early evening.  Had a wonderful, delicious, fresh and tasty dinner.  Dominique was spectacular as our server.  She was friendly, professional and attentive.  We both had burgers and they were perfectly prepared.  Relaxed settings with cool vibe.  Thanks Dominique!",Hello! Thanks for taking the time to leave us a review! I will be sure to let Dominique know that you had a great experience! We hope you will dine with us again soon:),4
Wedding weekend in Louisville,We had a few hours to check out downtown Louisville so we went to the Louisville Slugger Museum/Factory. After our tour we decided to find a place to have lunch and came across 'Mussel and Burger'. We sat at the bar and had few appetizers;...More,"Hello! Thanks for giving us a shot, We are so glad that you are a fan of our food, the Curry Cream Mussels are my absolute favorite and Im glad that you were able to try them:) We hope that you will join us again...More",4
Lunch after the Slugger Museum,"We barely made it for lunch., but the burger was delicious.  My daughter ate the mussels and said they were delicious.",Hello! So glad to hear that your daughter enjoyed the Mussels and you enjoyed your burger! We hope that you will join us again soon!,5
Spur of the moment,Stopped here after touring Louisville Slugger museum for lunch. Pleased to report that our experience was excellent. We all started with the Bourbon Brew which was so good I asked for the recipe to make at home. We shared the stuffed dates which were luscious...More,"Hello! Thanks for taking the time to leave us a review! We really do appreciate your kind words,  I will be sure to let Terry know he did a great job! Hope that you will join us again soon:)",4.5
"Good food, great location, cool old building","Food was good, service good, nice looking old building that’s it’s housed in.  Menu was interesting with lots of custom burgers and mussels.  Odd combo, but different.  I’d go back again","Hello!

Thanks for taking the time to leave us a review, we hope that you will join us again soon :)",4.5
Wrong mussels order,"First time here, ordered mussels and burgers. We ordered the mussels with the white wine sauce but received the mussels with chorizo! We didn’t even notice till the end and realized oops. Informed our waitress, she offered another order but with the white sauce we...More","Hello! Thank you for taking the time to leave us a review, we truly appreciate your feed back. We do apologize for the mixup, mistakes happen every now and then. I am glad to hear that the waitress offered another order. We hope that you...More",4.5
