headline,content,response,star
This Eatery a Delightful Surprise,"Quick, efficient service. Good breakfast. Comfy but noisy venue due to loud conversations with no noise baffling. This place has been at this location 9 years and I was unaware of it.  They also serve lunch. The lunch menu looked scrumptious. I will definitely return.",NA,3.5
Delicious!,"This is a great place to sample Southern food.  The menu offers salads, traditional favorites like Kentucky hot browns, sandwiches, soups and luscious desserts.  The tomato dill soup was especially good, as was the chunky chicken salad sandwich on artisan wheat bread.  Beware the dessert:...More",NA,4
A terrific find!!!,My husband and were driving around doing a little shopping and we stumbled across this fun eclectic restaurant on a Saturday afternoon! The place was packed! We figured that was a god sign!!! We were right! Great place for lunch!!! Lovely sandwiches soups and cake!!!!...More,NA,4.5
Terrific Food,"My 7 year old and 4 year old and I met a friend and her son at this restaurant for breakfast.  The kids had waffles sprinkled with chocolate chips, which they loved.  I enjoyed eggs, toast and bacon.  Very delicious.  I am a Louisville Native...More",NA,4.5
Might be the best kept secret in Louisville,"Everything, from promptness of seating, waiter and food, is the best We have experienced in a long time. This was our first visit and won't be our last. Lunch was delightful, parking is their only negative.",NA,4.5
A must-eat restaurant in Louisville,Good food and fabulous atmosphere. We ate on the patio. Took a little longer than expected to get our food - two sandwiches and a salad - but it was worth the wait. And the Italian Cream Cake was incredible!!,NA,4.5
"Quaint and Quirky, with excellent twists on home cooking","They serve hearty breakfast all day and lunch.  Everything is made in house, including the incredible baked goods.  It is PACKED during lunch, but persevere--come early or eat late. They are open from 7AM to 4PM monday through Saturday.  The Strawberry cake is great.  Portions...More",NA,4.5
Rainy Day Lunch Date,"Visited The Cafe this day because we were in the downtown area shopping. The parking was not good. Once we got our table, Anthony, our server, was attentive and very knowledgeable about the menu and history of the cafe. He had a very good sense...More",NA,4.5
Excellent food. ,"Delicious breakfast and lunch. A unique place to sit and eat. We enjoyed the decor, the lighting and chairs. Fun unique place.",NA,4.5
Cake cake cake,"They have the best cake here. Pieces are huge and always fresh. So be sure to save room, which is hard to do because their lunches are also very good. They have a great selection of sandwiches. This is my favorite spot in Louisville to...More",NA,4
GPS Find,"We were at Goodwill and wanted the closest restaurant- this is what GPS found. How lucky! Great food; reasonable prices; super waitress; wonderful atmosphere, and we have driven within two blocks for years!",NA,3.5
Nice little neigborhood place,If you go for Sunday brunch get reservations!  Glad we did.  Food is good and plentiful.  Service is good.  Seats are not comfy.  The décor is a eclectic combination.  This includes chairs and china.  It adds to the ambience.  There is a small parking lot...More,NA,4
Louisville's Hidden Gem ,"A beautiful ecliptic cafe with a wide variety of breakfast and lunch options with inexpensive pricing. 
Louisville's Hot Brown and Ruben sandwiches are favorites. 
Great and loyal Louisvillian following",NA,4.5
Breakfast or Lunch you can't go wrong!!!,"This place was fantastic!  Half of our party had breakfast for lunch and the other had sandwiches / salad.  VERY fresh ingredients, interesting combinations.  We loved this place.  And DON'T miss getting a slice of the Chocolate Tuxedo or Italian Cream cake to go!  You...More",NA,4.5
Fabulous sandwiches in a beautiful casual setting,"Visiting family in Louisville.  Mother daughter day out ended with a superb lunch at The Cafe.  The decor is casual elegant, a good start.  The wait staff were helpful with helping us decide and efficient  We chose the Rubino and the Queen Anne.  Both were...More",NA,4.5
Saturday Lunch Out Before Shopping ,I called ahead for seating.  The staff was wonderful.  The waitress was great.  The food was SO good.  Chicken Pot Pie soup on Saturdays is delish!!  Great sweet tea.  Good bread basket.  Nice atmosphere.   Great time.  Highly recommended.,NA,4.5
DO NOT MISS THIS ONE !!!!!,"I eat here often because it is close to my office , but I would drive 25 miles to eat here. If you are from out of town and want somewhere that locals eat go there ! It looks out of the way but it...More",NA,4.5
best brunch in town. try the grits.,"odd location, but once youve been once, it seems less odd. parking can sometimes be a challenge and you should ALWAYS make a reservation if you know you are going. i have never NOT had to wait for a table, its a very popular brunch...More",NA,4.5
Wonderful out of the way lunch spot,"I've been to The Cafe many times. They are always busy but manage very well. The best tomato soup in town, varied menu including breakfast all day. Unbelievable desserts. Decorated well with antique assortment of light fixtures.",NA,4.5
Delicious lunch,"First time eating here today. Fun, eclectic decor. I had the lunch combination with half chicken salad sandwich, pasta salad, cup of tomato soup and a cookie. I haven't eaten the cookie yet but the chicken salad and tomato soup were very good. Pasta salad...More",NA,4
Eclectic ,Had to wait quite a while but it was well worth it. Fun menu with a variety of choices both typical & really unusual. Service was thorough & kind.,NA,3.5
"Cake, cake, cake","The food is always good, but what I dream about is their Italian Wedding Cake. The slices are so huge that I either share it or take half home. There are usually three kinds of cakes, all worth saving room for at the end of...More",NA,4
Great breakfast and lunch.....all the time.,"When I was working downtown this was my go to place for lunch for friends and business. Now that I'm retired it's still my go to place. I love the salads which are imaginative, fresh and large. They will accommodate special requests. My veggie friends...More",NA,4.5
Will eat here everytime I'm in Louisville,"Quaint place with a great menu, great staff, and great food.  I had never heard of The Café but it was recommended by my brother who loves good food.  What a pleasant surprise to walk into this quaint place.  We went for lunch but I'm...More",NA,4.5
Always a splendid choice!,"We have been there so many times over the years and are always happy with the experience. We go for breakfast mostly, but go for lunch on occasion as well. We love the breakfast special at breakfast time and various sandwiches at lunch. Often we...More",NA,4.5
A 10 across the board,We try to eat at places that are NOT a chain.This place was a real find.Very busy for a midweek lunch.We were seated very promptly and the waiter was on his game across the board.We both ordered the #4 for $10.95 which included a half...More,NA,4.5
Great place for lunch.,The food is great and so is the management. It is very popular so get there early. Parking is sometimes a problem but it is worthy of lunch.,NA,4.5
Overall pretty good...,"We decided to eat at The Café because of the high rating on Trip Advisor.  We went into it thinking it would be excellent, and maybe that was the problem.  We ended up feeling like it was good but not great, and aren't sure we'd...More",NA,4.5
Great place for breakfast brunch or lunch,The owner chef has a long successful background and this shows in the food and character of this slightly off th beaten path near downtown. But the local know this is an must stop. Large portions. Innovative flavored and fair prices,NA,4.5
Great atmosphere. Great food,Had a great lunch here with coworkers. Loved sitting outside and enjoying the weather. I had a sandwich with benedictine bacon and cucumbers. I can't remember the name. I love that they offered gluten free bread and fruit as a side. Recommended!,NA,4
A great restaurant ,A great restaurant but with that said I took my husband for his first time.  We were telling him how great it would be and he was starving.   After we ordered we waited 40 minutes and never got our food.  Come to find out there...More,NA,3.5
Yummy Benedictine Sandwich!,"The Benedictine & bacon (Queen Anne) sandwich is fantastic.  I'm the type that likes my bacon cooked thoroughly and theirs is.  And because I've often made my own Benedictine I can tell theirs is homemade.  They also have the best cakes, they are baked on-site...More",NA,4
Great Place,"This was a hopping place, but we were seated immediately. Excellent menu variety. All so good!  Homemade bread was excellent. Best chili I've ever had. Bread pudding and all homemade desserts!  I would come back any time I could!!",NA,4.5
Local favorite,The cafe always has great food. Parking is limited and it's very noisy at lunchtime. Go early or late to avoid wait time and no parking.,NA,4.5
"Great Food, Atmosphere & Prices","Delighted to rediscover this restaurant!  We had visited this cafe when it was part of an antique mall, but thought it had disappeared from the Louisville food scene.  So deliciously delighted to dine in the newer location.",NA,4.5
Great breakfast ,"Good atmosphere, with a terrific waiter.  The coffee was very good (hugely important for breakfast, IMO) and the menu was big enough for everyone to find something yummy.  The patio was perfect.  Didn't feel rushed, but the place has good energy.  The location is a...More",NA,4.5
HIDDEN Gem!  ,Went there for lunch with a friend yesterday.  The key is to arrive EARLY or not during the standard lunch time of approximately 11:30 - 1:00.  We arrived early and were able to park in one of the last two spaces in the lot.  Street...More,NA,4.5
Best meal in Louisville,"This is one of the best places to eat in Louisville.  We ate there multiple times during our stay. it is crowded between noon and 1pm. If you  go between 2-4pm or 8-11, you will have a memorable meal. This is a great place for...More",NA,4.5
Nobody Goes There Anymore -- It's Too Crowded!,"A recent celebration lunch at The Cafe found a packed house of happy, chewing people. This place really is a gem. I started to say a well-hidden gem because it's off the beaten path. However, it sure seems people have found it! We were lucky...More",NA,4.5
Perfect brunch in louisville,"We have visited several times and I have had we have had a variety of different meals

The tomato soup is probably the best I have had

The best deal is the combo deal as they actual just cut a small piece off the end...More",NA,4
Excellent lunch,"We have been here twice for lunch, once in April and again 2 weeks ago. Both times the service has been fast and friendly. It is very crowded and noisy over lunch during the week, which is to be expected. We have arrived after 1:00...More",NA,3.5
Unexpected Delight,"After finally finding the Louisville Stoneware Company once again, we asked where a good place to eat would be close by. The staff immediately suggested The Café.  The ambiance was great in the renovated industrial building.  The staff greeted us at the door, one of...More",NA,4
Excellent breakfast or lunch,"My wife and I frequent The Café for breakfast or lunch and it is always excellent.  The food is delicious, fresh, well prepared and the service is always excellent.  The Café will continue to be one of our go-to places in Louisville.",NA,4.5
Quaint ,"Very well done. Excellent menu , flavor explosion of taste and presentation . Waitress and the Manager were superb. Next time I will get the desert for sure .",NA,4.5
A Pleasant Place for a lovely meal,"First time in Louisville and we used Trip Advisor to help us select a place for lunch. We chose ""The Cafe"" and had a very pleasant lunch. I had the ""Rubino"" (hot corned beef) and my wife the ""Provincial"" (cold roast beef). Both very tasty...More",NA,4.5
Good but not great,"This place seems to have taken off in numbers of people visiting it. The food is good, not great. There are usually several large parties especially on weekends. Thus, the atmosphere diminishes as the noise echos in the building and the waiters are moving tightly...More",NA,4.5
One Of the Most Unique Decors With Fantastic Food.,Eclectic does not begin to describe the Café. A wonderful place with fantastic food. Great chicken salad sandwich & bean salad. The best brownie ever and really good bread pudding with orange sauce. Everything at The Café has a unique twist that makes it really...More,NA,4.5
Great Surprise!,"was in Louisville for meeting with out-of-state guests; asked some locals for restaurant recommendation & The Café was mentioned. The Maps app easily got us there & we found a busy, pleasant environment. Our guests were on a tight timeframe to get to the airport...More",NA,4.5
Great place for lunch!,"We had lunch at The Cafe for the first time.  Although the owner has been in the restaurant business for many years, we hadn't had the opportunity to try the food. We are so glad we did.  The location is not great, but the food...More",NA,4.5
Great find!,"A friend treated me to lunch at this cute cafe!  It was very busy. There's plenty of room, including outside seating that is under a roof.  The decor is relaxed and inviting.  I really wanted to try everything on the menu!  I finally settled on...More",NA,4
A hearty place for a scrumptious breakfast or brunch,"Although difficult to find unless you have GPS or have been there before with a friend, this homestyle amazing food restaurant is a must visit for morning chow. You just can't skip this place and their amazing breakfast or brunch offerings.",NA,3.5
To everyone's delight,Our family has an age range of 17 - 91 years and we all had wonderful meals (including CAKE)! The atmosphere is boisterous and the menu is extensive. We were all delighted and look forward to our next visit.,NA,4
Great meal great atmosphere Great Cake!,I worked with Sal Rubino to arrange a meal for 32 people.  He was extremely accommodating!  The meal was fantastic?  The atmosphere is eclectic and fun.  Will definitely be returning to this restaurant.,NA,4.5
"Local recommended, visitor approved","Wife and I were in for the Derby and wanted something local.  The Cafe was recommended by a shop owner.  When we walked in at 11:00 am for lunch and found there was already a wait for inside setting, we thought it had to be...More",NA,4.5
Unique selection of brunch and lunch dishes,"The crowd of cars surrounding the Cafe foretold a popular eatery. We were grateful for the ample number of tables and wait staff and were seated immediately. Our attentive waitress brought us fresh bread and butter with the menus. Drinks quickly followed, along with pointers...More",NA,4.5
Local Gem!,"While shopping nearby, the shop's owner recommended this place and we couldn't be more amazed!  The service was friendly and attentive, the location very convenient to Broadway shopping, and the food is off the charts.  I had the ""Rubino"" sandwich, and I knew I was...More",NA,4.5
Another winning tripadvisor recommendation.,"Going thru Kentucky on the way home to Michigan and looked on Tripadvisor for suggestions. What a great place the Cafe is.. Crowded but had the corned beef sandwich and wife had the tomato soup and salad(Huge!). Great food, very friendly service and reasonable prices....More",NA,4.5
Favorite for Brunch,"Have visited The Cafe several times since it opened and am never disappointed

The French toast is wonderful and the omelettes never disappoint 

Prices are very reasonable",NA,4.5
"Scrumptious, Fun, and Get Cake to Go as the Lunches are Huge!","The Cafe has it all - great menu of healthy options, generous servings of delicious food, and a combination of special (white tablecloths, flowers) and fun (arty and industrial).  My husband was literally mesmerized by the lovely cake displays as we walked in.   This was...More",NA,4.5
A Gem Among the Ruins,This place is in a very unlikely spot tucked away among the ruins of old warehouses but it is a gem in an otherwise ugly area.  The parking lot was packed. Didn't have time to sit down but I ordered the Country Chicken Salad from...More,NA,4
"Great food, even better people ","I drove to Louisville, KY from Indianapolis for a work meeting and was desperately looking for food. I checked my fav travel sites for a recommendation nearby. I found a spot that was deemed a local favorite and set my GPS, but when I got...More",NA,3.5
Why We Do Our Research.....,"We were staying near Louisville and wanted to eat ""better"" before heading back to Michigan.  We chose the Cafe because of the good reviews and also because they were open on a Monday morning - some of the higher scoring places were closed.  

Yes, the...More",NA,4
Local gem,"This place has a very devoted clientele, and for good reason. It's is exactly what it appears to be: a solid, consistent little gem with a great staff serving unpretentious but very well-prepared lunch fare.",NA,4.5
"Delicious, great atmosphere and service, Gluten-free bread available",What a fun lunch spot nestled between Bardstown Road and downtown. My grilled chicken salad was HUGE and delicious. Our server was super prompt and friendly. Can't wait to return when the weather is nice to sit outside - the patio looks awesome. Wonderful too...More,NA,4.5
Best place for lunch anywhere,Great Soups-- love Wednesday Mushroom and Chicken Pot Pie soup is also thick and delicious.  Best salads in town.  Love the Tuscan Chicken Salad.  Ingredients always fresh and quantity generous. My husband and I share one of these.   The Rubino sandwich is wonderful with the...More,NA,4.5
Best lunch in town,"We both had the lunch special-sandwich (they say it is a half, but it is huge), salad, cookie, cup of mushroom/spinach soup. It was a lot of food, and everything was delicious. We opted to take home most of our sandwiches, and we ordered a...More",NA,4.5
Great food overrides location,Friends had taken us to lunch several months ago and introduced us to The Café.  Today we had occasion to return.  The place was way more popular now.  There was a 20 minute wait for a table while we watched waiters cut large wedges of...More,NA,4.5
NEAT PLACE,"We had a meal at the Cafe.  One breakfast, one soup and two sandwiches.  All of the dishes were very good.  The omelette was ordered with the optional fruit side.  WOW, fresh local fruit, berries, apples, cantaloupe, etc.   The soup was a large portion and...More",NA,4.5
Unique and Inviting,"Yesterday a friend treated me to lunch at The Cafe on Brent Street.  Open from 7 to 4, they serve breakfast all day and lunch  till 4.  A varied menu with healthy choices and traditional foods.  Soups, salads, sandwiches and dessert are available.  I ordered...More",NA,4.5
Great Place for a nice lunch- big portions and Safe Parking,"This place is a little off the path, but after you find it you will like it. We showed up around 2pm on a Friday and there was a nice flow of people in and out and it made us feel safe. The have there...More",NA,4
So So Food,"My wife and I visited The Cafe for lunch. The place was busy but we were seated fairly quickly. The food was ok, but I expected better based on the rave reviews. Lovely atmosphere, decent service, but so-so food is my opinion.",NA,3.5
Unbelievably great food in a quaint setting!,We went to this restaurant based on tripadvisor reviews.  My husband and I spent the day strolling through the Highlands.  Made it over to The Cafe ~ 1:15pm on a Thursday and it was packed...inside & out!  Likely due to the beautiful weather but if...More,NA,4
"Great food, adequate service",You must have the tomato soup!  We really enjoyed all of the food we ordered in our party of six.  The food was simply outstanding and we cannot say enough about it.  The portions are absolutely huge and should be considered when ordering.  The tomato...More,NA,4.5
Fantastic food!,Came here based on online recommendations and I'm so glad we did.  The atmosphere is funky and fun; there is ample seating both indoors and outside on the patio.  The service was prompt and friendly.  My husband and I both had cups of soup (tomato...More,NA,4.5
Great Hot Brown!,"My friend invited me to lunch at The Cafe.  There were lots of choices on the menu that sounded good, and I chose the Hot Brown.   It was very good and I would order it again.  The bread served before the meal was very good...More",NA,4.5
very good,On a trip to Florida we stopped to visit a restaurant featured on Restaurant Makeovers.  It was closed until later and the host and walked down to this restaurant down the street because it was so crowded he wanted to check out what they were...More,NA,4.5
Best Salad,"What a fabulous little cafe!  The quirky design and the fabulous service only add to the atmosphere that is the Cafe.  The food...we had chili, salads, pizza, sandwiches....ALL DELICIOUS!!!  Excellent lunch and shouldn't be missed!!",NA,4.5
A popular lunch spot,"Always good and always fresh. Owner and operators Cindi and Sal are hitting a home run.

I could eat my weight in the Tomato Basil soup, but if I manage not too then one of the delicious sandwiches will hit the spot. Try their version...More",NA,4.5
"Popular place to meet, greet and eat","The Cafe is a bit out of the way, which is OK, but remains a popular place to have lunch with friends or business associates. Parking is always an issue. For a clean place with good service and a unique menu, The Cafe has it.",NA,4.5
Wonderful food and service!,"We actually were going to the restaurant down the street that was featured on ""Restaurant Impossible"".  However, it was closed on Saturday morning.  We remembered The Cafe, which was also talked about on ""RI"" as being down the street and successful, so we went there...More",NA,4
A Great Place for Breakfast,"Last week, I had the first time experience of eating breakfast at the cafe. The server was both prompt and courteous. The food was delicious, hot, and filling. I had two eggs and bacon over grits with toast. The tea was Constant Comment, one of...More",NA,3.5
Nice surprise.,I decided to stop by Louisville Stoneware and found The Cafe.  Very good food and friendly quick service.  Food was hot and the creamy cheese grits were very good.,NA,4
Great sandwiches,"interesting combinations and names of sandwiches. Chicken salad  and corned beef on Milwaukee rye were very good. Noisy at peak times. Decor very eclectic, lots to look at and admire. Definitely would try again.",NA,4.5
Good food - slow service - busy weekend,"We were in town for an event.  A local shopkeeper recommended The Cafe as a good place for a quick lunch.   The restaurant was packed.  We had a 15 min wait for table for 3.  Waitress very friendly, kind and suggested the Chicken Salad sandwich...More",NA,4.5
Average at best,We wanted to try this restaurant on our day trip to Louisville in February since it was rated #1 at the time. Parking is a problem but we did find a place on the street and just a short walk. It was 12:30 and the...More,"I apologize for the misunderstanding.  The Cafe takes reservations, and many of our regular customers make them.  So, it is not uncommon during a busy day for guests with reservations to arrive while others are standing in line waiting for a table.  The guests with...More",4.5
Absolutely Delicious!,We called ahead based upon other TripAdvisor reviews.  We were seated immediately.  Our server was attentive and gave excellent menu advice.  My friend loved her Huevos Rancheros (recommended by our server) and my Strata was one of the best breakfasts I've ever had.  Our breakfast...More,NA,4.5
Kitcshy Chic Breakfast Spot,"We had a reservation, which I was told was needed or you would not be able to get in.  Well we arrived in the middle of the snow/ice storm and there was only one other person there.  The waitress was very nice and since we...More",NA,4.5
Wonderful Deserts,Was at the Café for lunch this Wednesday and the had a wonderful desert orange with raspberry's.  Go there once a week hoping to get a second taste of this wonderful creation.  For those that do not know this is a great place for a...More,NA,4.5
Without a doubt....,"The best meal I had in Louisville!...I arrived about 9:30 am.....I was alone and asked to be seated in a quiet little corner..When my server arrived, I advised that I was in town visiting and had read reviews about the food  and had to come...More",NA,4.5
Awesome Cafe!,"Party of three had strata del giorno with roasted potatoes and 2 hot browns.  Excellent food, service, and atmosphere made for a great dining experience and their red velvet cake is out of this world!  Will definetely go back when in Lousville!!!",NA,4
#1 on Trip Advisor,During our weekend trip to Louisville we are mainly at places on Market and Main Street. When I was planning our trip The Cafe was #1 for Restaurants so I knew I had to visit. Unfortunately getting there from an out of towner was a...More,NA,3.5
Best Breakfast in Louisville,"The environment of the restaurant and food were amazing, not to mention the service. I got eggs with bacon and sausage, so yummy. My gf got a cheese omelet croissant which was also very good.

Great prices and huge portions too.",NA,4
What a fun find!,"Everything about this place was just fun.  We didn't mind the wait since it gave us a chance to study the menu.  They do need a larger waiting area.  For those who have not had a Strata before, it is pretty much a quiche with...More",NA,4.5
Consistently phenomenal!,"I miss The Cafe's old location in the Louisville Antique Mall.  This location is charming, but also a little bit of an industrial wasteland.  (It is my neighborhood, so I can say that.)  The inside is cozy, especially if you sit by the fireplace, and...More",NA,4.5
Sandwiches and Soup,"We made reservations for lunch and are glad we did. The Cafe was bustling on the Saturday we stopped by for lunch. Highlights of the meal were the Tomato Dill soup, the Strata alla Cucina (something we had never eaten before but thoroughly enjoyed), the...More",NA,4.5
What can I add,"By now you know breakfast and lunch is well done. The food and service are both excellent. The decor is a bit funky. The outdoor seating great when weather is right. BUT that has all been said. 

So why am I writing this -- to...More",NA,4.5
STRATA,"I have been to The Café many, many times - for special occasions (Birthday's, Mothers Day), for business lunches (BTW they do deliver boxed lunches and cater), and for just a piece of can't live without strata. I love the strata at The Café. I...More",NA,4.5
Always a great meal! Make reservations!,"The waiting area is cramped, so be sure to call ahead for lunch reservations. Ever since Lynn's closed, it's even busier at lunch. The patio is delightful when the weather is good. Try the Strata specialty casserole or the Tuscan Chicken salad.",NA,4.5
A Hidden Treasure,Went looking for for this eatery and almost  gave up. But glad we didn't. The outside leaves a mind to wonder. But once inside there is a lot to keep u amazed at the different appeal there is. The food and service was great. We...More,NA,4.5
Super breakfast!,"We had a little trouble finding the restaurant, but detour was worth it.  We loved the eclectic decor and the breakfast menu that covered all of the breakfast bases but included some interesting specialties as well.  Even though were were there at 10am on a...More",NA,4
Great food and atmosphere,"It's not a place you would just drive by, and it's definitely worth the search. Waitress was great. The chicken pot pie soup and chicken salad were both great. The chocolate chip cookies were so good, we bought more to go.",NA,3.5
Excellent Food!,"The food is very good here and there is a large selection. The décor is very industrial, as previously mentioned, but it has a charming quality. On sunny summer days the patio is a nice place to relax during a work lunch break. One interesting...More",NA,4
"Great lunch and superb ""in"" atmosphere.","Tasty food with a very knowledgeable server.  Chili, sandwich, and chicken salad was very very good.  Water glasses were refilled when needed, but service was not overbearing.",NA,4.5
Worth the mile off I 65,"Stopped here based on the tripadvisor reviews. The decor is tea shop meets industrial building. Too many tschotske for my taste, but the place was packed at 1:30 on a weekday afternoon, the food looked good, and the cakes displayed at the front register look...More",NA,4.5
Sleeper,"Pulled into their parking lot trying to decide if I wanted to go in or just go elsewhere, place doe not look like much. Suck it up and go on in.  I was there for lunch with a bunch of business associates.  Sat on the...More",NA,4.5
We LOVED the Cafe for breakfast!,"We visited The Cafe before heading out for the St. James Art Show, on Friday morning.  The generous breakfast portions (we selected fresh fruit as a side, but grits are also available)  were enough to sustain us for many hours.  Plenty of seating was available...More",NA,4.5
"Unique, Local, and Worth a Visit",The Café is a lovely place to lunch with friends and family.  Their tomato dill soup is a winner to all who have the luck of ordering it.  Desserts here are LARGE and great for sharing.  The cakes sit out for you to see and...More,NA,4.5
An out of the way gem,An unassuming exterior yields to a lovely interior. This a excellent eatery serving breakfast and lunch Monday to Saturday. My breakfast this morning was as good as any I have ever had. Service is fast and friendly. Prices are reasonable. Beautiful patio,NA,4.5
"Off the beaten path, worth the time",I read a review on tripadvisor and decided to check this place out. Delicious. We had no wait time and the food came out relatively quickly. I had the hot brown and was very pleased. Would have loved to have desert but the large portion...More,NA,4.5
Ermagerd!!!!,Breakfast was heaven on a plate!! It is off the beaten path but so totally worth it!! Lots of food and well flavored. It did not disappoint! I would go back again!!!,NA,4
"Cute place, good food.","I had a good first time experience at The Cafe. I'd heard good things and wasn't disappointed. It's acute place, lots of tables and space btw tables so you won't feel cramped. For breakfast I ordered the French toast and potatoes. Both were delicious. Very...More",NA,3.5
Great place for 'the ladies who lunch' bunch!,"Luscious and large (shareably large) sandwiches, pleasant and friendly service, and fabulous desserts make this a lovely place to lunch with friends.  No dinner service, but it's chock full at lunch time.  Our group of three had three different sandwiches and all were rated A+....More",NA,4
Hidden treasure,"It was difficult to find and in a strange area, but once you find it, it's like striking gold. It's beautiful inside! Great service, great food, and you feel like you're eating breakfast in a 5 star restaurant!",NA,4.5
"Great food, original selections",Great food at a reasonable price.  We went for breakfast before going to Louisville Pottery and had a delicious meal.  Try the Twice-baked French Toast or one of the stratas.  Absolutely delicious!,NA,4.5
Biscuits and Gravy,"This place is amazing...first visit with our family who live locally.,otherwise we would have no idea how to find it.We sat on the patio right next to the garden which is a mass of flowers, so pretty, it's underneath a railway but dont be put...More",NA,4.5
Worth seeking out,"It takes a bit of effort to find this place, but what a gem when you do! Pleasant service and nice ambiance inside. Delicious breakfasts! The Southern Grits Scramble, with scrambled eggs atop grits was comfort food at its best. Also tried the Twice-Baked French...More",NA,4.5
Good stuff abounds,I had the hardest time choosing from this menu!  Everything sounded great and everything I saw the people around me eating looked wonderful.  I finally chose the eggs/bacon/tomatoes on grits and my friend had the meatless strata (and wished the serving was larger but the...More,NA,4.5
Innovative,The Cafe takes the usual and puts a nice spin on it. The pizza with pimento cheese and bacon on pita was crazy good! I have never seen a restaurant in Louisville with great tomatoes in January. Unheard of! The oatmeal for breakfast is delish...More,NA,4.5
Wow!  Great Breakfast!,"I love this little place.  I normally go fairly early on a Saturday morning to avoid the crowds that start turing up around ""brunch-time"".  I have never had enything here that I didn't absolutely love.  There's a great ""Breakfast Scramble"" where bacon and eggs and...More",NA,4.5
We loved The Cafe on Brent!,"We were heading for Hammerheads and they were closed on Mondays, but the owner told us to go to The Cafe on Brent.  Why an unexpected treat!  Their chicken and pasta salad was excellent, the decor light and fun, and the servers were so helpful...More",NA,4
"Great food, great atmosphere!","We were driving down broadway looking for a place to have lunch and saw their billboard. We were not disappointed. Food was excellent. They are open for breakfast and lunch 7am to 4pm. I had the RUBINO sandwich, my wife had the chicken salad. Service...More",NA,3.5
Super-pleased that we found this unique establishment,"While traveling with family and friends, we stumbled across this excellent restaurant in Louisville. The cuisine, service, and atmosphere fit all of our tastes far better than most places we visit. I cannot understate how both of those elements fit at The Cafe. The only...More",NA,4
hidden gem,"You have to look for it and I'm glad I did. A buddy and I stopped in after a round of golf and was very satisfied. I ordered the tuna melt and a bowl of soup, the server told me I couldn't eat that much...More",NA,4.5
1st time was the best,"the chef salad is good, but everything else I have had has been mediocre at best; maybe it's just what I ordered. I think the prices are a tad steep.    $15 for lunch is a tad too much.",NA,4.5
Excellent salads,"Had Art Nouveau Chicken Salad. Excellent, huge salad. The bread was fantastic. Not crazy about the sesame dressing, but it was served on the side so had the pesto ranch dressing which was great. But my husband loved the sesame dressing. He had the Tuscan...More",NA,4.5
OK,"i was disappointed by the hash, which resembled no hash i have ever had.  they simply threw together leftover lunch meat and the roasted potatoes that they serve for breakfast.  please look at a decent cookbook.",NA,4.5
"Terrific food, great service and outstanding value!",Terrific breakfast menu with delicious items at such reasonable prices. Lunch has a busy menu of salads...the chicken salad was perfect!  Delicious deserts are irresistable!  Free parking. Great for any age and they are happy to honor special requests on menu items. The giant patio...More,NA,4.5
I-65 Travelers,"Tired of fast food, we found this restaurant on tripadvisor while traveling through Louisville on our way home from Florida.  It's conveniently located, in an old historic building just a few blocks off I-65.  We highly recommend this restaurant - The food is unique, fresh,...More",NA,4.5
Wonderful cafe...convenient location,"Read about 'The Cafe' and decided to stop while passing through town.  What a gem.  Food was absolutely delicious and so fresh.  We were traveling from Nashville to Cincinnati and ended up timing our trip home, so we could dine at the Cafe AGAIN!
Don't...More",NA,4.5
Outstanding!,"Went on the recommendations of other reviewers on this website and was not disappointed!  Service, food and prices were excellent.  We will return to try other food items when we are back in Louisville.  Thanks reviewers (and trip advisor)!",NA,4
Not a bad meal yet!,Great Menu options. Deserts that will blow your diet right out of the water...Yum!! Love the sandwiches,NA,3.5
"Good food, good prices","This is one of my ""go to"" places for lunch with friends or a casual business lunch. Service is great. Soups, especially tomato dill, are outstanding. Sandwich stand-outs are the Queen Anne (homemade Benedictine and bacon on walnut wheat bread) and the Roasted Chicken Sandwich...More",NA,4
Great Find!,Really enjoyed breakfast at The Cafe. Nice atmosphere & great food with good portions. Had the Strata with bacon & it was wonderful. They also have a meatless version. The others with me said the roasted potatoes were really good. I also had the FRESH...More,NA,4.5
Cozy,Charming place to do lunch or breakfast..  Alittle off the beaten path in an industrial area. The edwardian sandwich is my fav.,NA,4.5
Great for lunch!,"Very good food and generous portions make this a great lunch stop.  Two tips:  1 - call ahead to make a reservation, there is usually a wait, and 2 - make sure you get a cup of the Tomato Dill soup, it is incredible!",NA,4.5
Wonderful! Another Great Louisville Original!,"The menu consisted of a wonderful variety/selection. It was a hard decision what to have for lunch. I started with a cup of their tomato dill soup...$4 is a little steep for a cup of soup, but they can get away with it becasue it...More",NA,4.5
A bright spot in an unexpected area.,We had breakfast at the Cafe once during our stay in Louisville.  It is located in an unusual place.  It's located in a sort of warehouse district.  You can't miss it b/c it has outdoor seating with colorful umbrellas.  The restaurant is decorated eclectically with...More,NA,4.5
Best breakfast!!,Visiting for the weekend fron Florida. Amazing food and environment. The prices are so reasonable. Lovely lovely place.,NA,4.5
Great lunch,We enjoyed our lunch here. The food and service were excellent.,NA,4.5
Simply Fabulous,"Service is exceptional, ask for Julia from Russia, she is a wonderful server, with a gregarious smile has customer service in her blood.  
The menu is extensive and everything our party had was cooked to perfection.   The coffee and tea are excellent.   The sandwiches and...More",NA,4
